;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;city_code;product;product_type
52/Cassava/temporary;2000.0;2500.0;2000.0;3183.0;3000.0;3000.0;2000.0;2100.0;2000.0;4600.0;4600.0;4600.0;2100.0;2100.0;2100.0;2000.0;4600.0;2100.0;2100.0;2800.0;3000.0;5e7093a1cd2a8779;Cassava;temporary
52/Corn/temporary;1150.0;600.0;1500.0;800.0;1560.0;1300.0;1560.0;650.0;1200.0;900.0;1500.0;650.0;700.0;650.0;650.0;1000.0;650.0;650.0;650.0;1200.0;900.0;5e7093a1cd2a8779;Corn;temporary
52/Livestock/pasture;69741.89017;72463.98894;74408.04368;78826.593;85195.45617;89088.9599;88474.14037;91949.77212;94033.16359;97942.3311;104593.841;105689.8774;107307.4859;111342.4418;111205.9853;106774.667;105840.3156;105380.6929;105773.3717;106993.9384;105354.7982;5e7093a1cd2a8779;Livestock;pasture
52/Others/permanent;635.0;822.0;822.0;817.0;1200.0;1245.0;1160.0;1160.0;1400.0;2120.0;2120.0;1850.0;1850.0;1800.0;1600.0;1505.0;1505.0;1505.0;1505.0;1225.0;1346.0;5e7093a1cd2a8779;Others;permanent
52/Others/temporary;229.0;184.0;120.0;100.0;100.0;100.0;140.0;150.0;150.0;100.0;100.0;100.0;100.0;100.0;100.0;90.0;90.0;90.0;90.0;5.0;20.0;5e7093a1cd2a8779;Others;temporary
52/Rice/temporary;160.0;454.0;1250.0;1300.0;1350.0;1100.0;1400.0;350.0;800.0;600.0;1000.0;450.0;550.0;280.0;350.0;800.0;350.0;10.0;450.0;1000.0;25.0;5e7093a1cd2a8779;Rice;temporary
53/Beans/temporary;200.0;300.0;200.0;300.0;180.0;160.0;180.0;50.0;180.0;36.0;170.0;36.0;36.0;40.0;50.0;170.0;40.0;40.0;40.0;150.0;30.0;60982e0f7928740a;Beans;temporary
53/Cassava/temporary;600.0;300.0;600.0;300.0;1000.0;600.0;750.0;700.0;800.0;1000.0;1000.0;600.0;600.0;800.0;700.0;1000.0;600.0;800.0;600.0;750.0;800.0;60982e0f7928740a;Cassava;temporary
53/Corn/temporary;150.0;150.0;100.0;150.0;100.0;100.0;50.0;60.0;45.0;50.0;50.0;50.0;50.0;50.0;60.0;50.0;45.0;40.0;50.0;35.0;60.0;60982e0f7928740a;Corn;temporary
53/Livestock/pasture;7690.804705;7361.601636;8108.675237;9052.214443;9333.328062;9761.478581;10312.26418;11138.97918;10820.94992;10131.88779;10236.46721;11019.56073;11648.64705;11538.52462;10963.06821;10649.8658;10760.16538;11085.61425;11415.71072;11803.81715;12019.32262;60982e0f7928740a;Livestock;pasture
53/Others/permanent;194.0;290.0;290.0;250.0;259.0;261.0;165.0;163.0;181.0;181.0;180.0;110.0;102.0;92.0;88.0;88.0;78.0;78.0;138.0;94.0;67.0;60982e0f7928740a;Others;permanent
53/Others/temporary;78.0;135.0;55.0;60.0;70.0;0.0;50.0;44.0;75.0;51.0;57.0;57.0;57.0;50.0;56.0;56.0;42.0;42.0;42.0;38.0;2.0;60982e0f7928740a;Others;temporary
53/Rice/temporary;50.0;50.0;50.0;50.0;50.0;50.0;25.0;;20.0;10.0;10.0;;10.0;;;10.0;;;;20.0;;60982e0f7928740a;Rice;temporary
54/Beans/temporary;20.0;30.0;34.0;30.0;30.0;6.0;30.0;30.0;50.0;50.0;30.0;30.0;50.0;30.0;30.0;30.0;20.0;18.0;30.0;30.0;18.0;617532f74ef8ed73;Beans;temporary
54/Cassava/temporary;1500.0;500.0;500.0;500.0;500.0;500.0;500.0;1530.0;1500.0;1500.0;1500.0;1500.0;1500.0;1530.0;1500.0;2000.0;1500.0;2030.0;1500.0;1000.0;2030.0;617532f74ef8ed73;Cassava;temporary
54/Cocoa/permanent;50.0;208.0;50.0;265.0;124.0;208.0;50.0;124.0;130.0;458.0;50.0;50.0;50.0;50.0;50.0;208.0;208.0;50.0;208.0;50.0;500.0;617532f74ef8ed73;Cocoa;permanent
54/Corn/temporary;500.0;30.0;30.0;30.0;80.0;80.0;150.0;50.0;100.0;80.0;60.0;60.0;80.0;50.0;50.0;60.0;60.0;40.0;60.0;150.0;40.0;617532f74ef8ed73;Corn;temporary
54/Livestock/pasture;11441.04272;12840.0346;13298.93478;12239.13428;10299.93766;9715.089073;9678.733973;8840.669442;9339.153405;10335.3339;11009.74581;11579.22681;13326.95469;12334.78506;10995.44305;9688.326686;11330.22904;11977.75802;11557.3812;11412.38601;12913.93347;617532f74ef8ed73;Livestock;pasture
54/Others/permanent;497.0;175.0;210.0;268.0;281.0;371.0;363.0;503.0;518.0;518.0;620.0;580.0;580.0;430.0;460.0;200.0;190.0;185.0;195.0;220.0;225.0;617532f74ef8ed73;Others;permanent
54/Others/temporary;44.0;24.0;25.0;29.0;39.0;27.0;27.0;37.0;27.0;27.0;27.0;27.0;27.0;27.0;22.0;22.0;25.0;25.0;25.0;20.0;20.0;617532f74ef8ed73;Others;temporary
54/Rice/temporary;1000.0;60.0;60.0;60.0;120.0;150.0;200.0;20.0;120.0;60.0;80.0;30.0;60.0;20.0;20.0;80.0;30.0;14.0;30.0;150.0;14.0;617532f74ef8ed73;Rice;temporary
55/Beans/temporary;130.0;150.0;152.0;130.0;300.0;152.0;600.0;;480.0;420.0;480.0;120.0;420.0;;;420.0;80.0;;100.0;600.0;;6471ede39ca61b39;Beans;temporary
55/Cassava/temporary;850.0;2050.0;900.0;2100.0;1200.0;900.0;3250.0;1900.0;5000.0;2000.0;5000.0;2400.0;2400.0;900.0;1900.0;2400.0;2100.0;1800.0;2300.0;4750.0;1800.0;6471ede39ca61b39;Cassava;temporary
55/Cocoa/permanent;2.0;2.0;2.0;2.0;2.0;40.0;25.0;30.0;;2.0;40.0;2.0;2.0;40.0;2.0;2.0;2.0;2.0;40.0;2.0;40.0;6471ede39ca61b39;Cocoa;permanent
55/Corn/temporary;1000.0;750.0;710.0;700.0;560.0;705.0;1200.0;1900.0;4000.0;4500.0;4000.0;4600.0;4600.0;500.0;1800.0;4500.0;2700.0;200.0;3000.0;8000.0;1900.0;6471ede39ca61b39;Corn;temporary
55/Livestock/pasture;94239.03434;91240.02566;85110.99298;99429.35894;118492.9417;131688.8377;130755.9688;133677.0888;120846.9086;118048.7306;124383.5733;127318.2549;122570.5865;119662.2856;107149.0377;107984.5942;120281.8736;129178.913;136607.2671;154516.9076;152555.7561;6471ede39ca61b39;Livestock;pasture
55/Others/permanent;217.0;180.0;210.0;228.0;228.0;220.0;130.0;157.0;170.0;170.0;225.0;244.0;243.0;369.0;372.0;458.0;504.0;504.0;190.0;512.0;504.0;6471ede39ca61b39;Others;permanent
55/Others/temporary;25.0;30.0;29.0;28.0;31.0;97.0;332.0;45.0;41.0;41.0;70.0;66.0;93.0;95.0;68.0;60.0;68.0;79.0;50.0;68.0;103.0;6471ede39ca61b39;Others;temporary
55/Rice/temporary;270.0;300.0;240.0;250.0;1200.0;240.0;1500.0;380.0;2200.0;850.0;2200.0;600.0;600.0;100.0;370.0;850.0;380.0;200.0;450.0;2500.0;390.0;6471ede39ca61b39;Rice;temporary
56/Beans/temporary;1008.0;428.0;428.0;428.0;85.0;64.0;66.0;10.0;66.0;40.0;20.0;44.0;44.0;10.0;25.0;19.0;;5.0;45.0;50.0;7.0;64a227aa24370b17;Beans;temporary
56/Cassava/temporary;1980.0;990.0;1392.0;1392.0;753.0;753.0;1000.0;240.0;100.0;300.0;100.0;310.0;300.0;230.0;200.0;100.0;240.0;210.0;262.0;140.0;222.0;64a227aa24370b17;Cassava;temporary
56/Corn/temporary;4800.0;3264.0;3264.0;3264.0;2742.0;2285.0;2517.0;2590.0;1017.0;2518.0;2083.0;2841.0;1921.0;2600.0;2100.0;1977.0;1903.0;1816.0;1730.0;2090.0;2100.0;64a227aa24370b17;Corn;temporary
56/Livestock/pasture;286061.6778;293256.2404;303412.0769;312521.8572;317407.2257;316472.5868;318083.4313;324941.1511;328158.5123;327874.2423;327301.6759;328176.4979;328323.7231;328124.717;325205.9528;323741.7924;322184.461;319550.2717;320754.8807;324386.4387;324427.3483;64a227aa24370b17;Livestock;pasture
56/Others/permanent;887.0;1053.0;1018.0;1018.0;229.0;140.0;140.0;133.0;83.0;63.0;63.0;63.0;53.0;58.0;54.0;19.0;40.0;65.0;264.0;264.0;221.0;64a227aa24370b17;Others;permanent
56/Others/temporary;16.0;24.0;41.0;38.0;15.0;59.0;61.0;51.0;51.0;48.0;42.0;48.0;48.0;33.0;33.0;29.0;33.0;16.0;7.0;5.0;5.0;64a227aa24370b17;Others;temporary
56/Rice/temporary;2316.0;984.0;1180.0;1180.0;1600.0;1180.0;822.0;25.0;345.0;180.0;270.0;220.0;216.0;10.0;80.0;230.0;150.0;9.0;150.0;539.0;;64a227aa24370b17;Rice;temporary
57/Beans/temporary;300.0;800.0;1000.0;700.0;480.0;1000.0;450.0;400.0;450.0;400.0;400.0;400.0;420.0;400.0;400.0;285.0;350.0;400.0;428.0;450.0;400.0;66fdcb391ed58d3d;Beans;temporary
57/Cassava/temporary;1000.0;1000.0;1200.0;2200.0;1500.0;1200.0;1500.0;650.0;2000.0;3500.0;2000.0;3000.0;3500.0;651.0;650.0;2000.0;650.0;663.0;3000.0;1500.0;663.0;66fdcb391ed58d3d;Cassava;temporary
57/Corn/temporary;1000.0;1100.0;1260.0;1200.0;420.0;1300.0;430.0;600.0;680.0;650.0;680.0;600.0;570.0;600.0;600.0;730.0;660.0;600.0;650.0;470.0;650.0;66fdcb391ed58d3d;Corn;temporary
57/Livestock/pasture;30715.4865;32021.71683;33783.51791;34471.11799;34907.49761;35714.5781;36583.12367;37237.68453;37569.77727;37861.39769;37382.96349;37817.10729;38265.09442;37480.91345;36414.13386;36057.63774;36281.70886;36447.90188;36333.28532;36384.6629;36788.41006;66fdcb391ed58d3d;Livestock;pasture
57/Others/permanent;179.0;257.0;275.0;237.0;215.0;245.0;245.0;280.0;280.0;280.0;257.0;275.0;275.0;375.0;283.0;190.0;170.0;100.0;160.0;190.0;240.0;66fdcb391ed58d3d;Others;permanent
57/Others/temporary;0.0;0.0;0.0;0.0;0.0;135.0;165.0;165.0;165.0;85.0;60.0;65.0;100.0;60.0;108.0;90.0;30.0;30.0;30.0;30.0;30.0;66fdcb391ed58d3d;Others;temporary
58/Beans/temporary;100.0;120.0;100.0;150.0;300.0;120.0;300.0;;300.0;100.0;300.0;100.0;100.0;;;150.0;;;100.0;300.0;;68f01d67ad163f32;Beans;temporary
58/Cassava/temporary;200.0;300.0;460.0;460.0;200.0;300.0;400.0;300.0;500.0;550.0;500.0;550.0;550.0;320.0;820.0;700.0;600.0;300.0;600.0;230.0;300.0;68f01d67ad163f32;Cassava;temporary
58/Cocoa/permanent;150.0;200.0;180.0;150.0;260.0;260.0;200.0;150.0;200.0;150.0;250.0;150.0;150.0;240.0;180.0;150.0;200.0;150.0;250.0;150.0;200.0;68f01d67ad163f32;Cocoa;permanent
58/Corn/temporary;700.0;700.0;500.0;800.0;800.0;800.0;800.0;150.0;400.0;1250.0;400.0;1250.0;1250.0;180.0;1250.0;1250.0;1250.0;120.0;1250.0;600.0;150.0;68f01d67ad163f32;Corn;temporary
58/Livestock/pasture;68373.08735;70538.74716;78561.80832;75627.46058;69146.65826;65553.66354;65747.23127;76297.24256;81212.79748;89749.53173;90665.3615;89214.73256;93776.04094;92435.79909;88498.40267;81310.33983;83863.31135;84702.25698;84331.3228;84193.57521;84655.25738;68f01d67ad163f32;Livestock;pasture
58/Others/permanent;149.0;179.0;179.0;199.0;949.0;1214.0;1214.0;995.0;2745.0;2970.0;2970.0;2253.0;2253.0;1753.0;1398.0;1300.0;1760.0;1400.0;2170.0;1460.0;1490.0;68f01d67ad163f32;Others;permanent
58/Others/temporary;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;68f01d67ad163f32;Others;temporary
58/Rice/temporary;1200.0;1100.0;1000.0;1300.0;1360.0;1200.0;1360.0;50.0;1200.0;1250.0;1200.0;1250.0;1250.0;80.0;180.0;1250.0;250.0;50.0;250.0;1200.0;50.0;68f01d67ad163f32;Rice;temporary
59/Beans/temporary;210.0;190.0;150.0;150.0;350.0;350.0;950.0;250.0;540.0;900.0;1100.0;450.0;900.0;200.0;250.0;1100.0;350.0;250.0;450.0;750.0;250.0;6a7b8c3ab2bc6c38;Beans;temporary
59/Cassava/temporary;700.0;400.0;500.0;800.0;500.0;800.0;700.0;650.0;700.0;700.0;700.0;700.0;650.0;650.0;650.0;650.0;700.0;650.0;650.0;600.0;400.0;6a7b8c3ab2bc6c38;Cassava;temporary
59/Corn/temporary;680.0;800.0;650.0;650.0;400.0;550.0;750.0;380.0;530.0;520.0;480.0;420.0;520.0;380.0;380.0;20.0;380.0;400.0;420.0;40.0;300.0;6a7b8c3ab2bc6c38;Corn;temporary
59/Livestock/pasture;13123.27265;12422.25629;15822.98106;19694.3303;20511.18109;21862.07444;23864.28278;24807.52637;23682.84218;22050.66601;21693.94829;23773.91473;25008.79065;24738.7647;23316.45911;22851.06098;23765.15253;24823.94785;24707.21108;24536.0469;25346.99687;6a7b8c3ab2bc6c38;Livestock;pasture
59/Others/permanent;126.0;160.0;360.0;395.0;675.0;630.0;555.0;515.0;375.0;375.0;375.0;400.0;400.0;387.0;367.0;352.0;354.0;354.0;354.0;362.0;322.0;6a7b8c3ab2bc6c38;Others;permanent
59/Others/temporary;37.0;15.0;25.0;25.0;30.0;35.0;35.0;35.0;36.0;31.0;31.0;25.0;25.0;25.0;10.0;10.0;10.0;10.0;10.0;16.0;0.0;6a7b8c3ab2bc6c38;Others;temporary
59/Rice/temporary;50.0;40.0;25.0;25.0;20.0;30.0;15.0;;10.0;5.0;20.0;;5.0;;;10.0;;;;5.0;;6a7b8c3ab2bc6c38;Rice;temporary
6/Beans/temporary;20.0;30.0;10.0;30.0;10.0;10.0;10.0;;10.0;4.0;10.0;5.0;4.0;;1.0;12.0;2.0;;3.0;10.0;;07ce2e79e19977e9;Beans;temporary
6/Cassava/temporary;600.0;600.0;400.0;400.0;600.0;600.0;600.0;50.0;600.0;700.0;700.0;500.0;500.0;75.0;40.0;700.0;250.0;60.0;500.0;600.0;70.0;07ce2e79e19977e9;Cassava;temporary
6/Cocoa/permanent;;2.0;3.0;;3.0;3.0;3.0;3.0;;3.0;3.0;3.0;3.0;;;2.0;3.0;;;3.0;2.0;07ce2e79e19977e9;Cocoa;permanent
6/Corn/temporary;60.0;60.0;60.0;150.0;50.0;60.0;50.0;10.0;200.0;20.0;200.0;30.0;20.0;14.0;12.0;100.0;23.0;10.0;10.0;180.0;10.0;07ce2e79e19977e9;Corn;temporary
6/Livestock/pasture;23295.441;22787.10115;22898.15317;23845.10718;25327.3998;26130.67738;27698.14212;29579.64988;30863.651;31316.20707;29268.91208;28239.51491;28489.23077;27757.27166;27139.82431;27092.83029;27310.40802;28687.46283;30190.94266;31983.35463;31917.65775;07ce2e79e19977e9;Livestock;pasture
6/Others/permanent;65.0;49.0;62.0;62.0;66.0;65.0;70.0;80.0;80.0;98.0;96.0;65.0;21.0;18.0;9.0;8.0;6.0;7.0;7.0;7.0;10.0;07ce2e79e19977e9;Others;permanent
6/Others/temporary;11.0;13.0;11.0;10.0;10.0;20.0;16.0;18.0;18.0;20.0;18.0;28.0;14.0;12.0;10.0;6.0;8.0;7.0;8.0;12.0;8.0;07ce2e79e19977e9;Others;temporary
6/Rice/temporary;35.0;12.0;12.0;25.0;3.0;12.0;3.0;;50.0;5.0;10.0;3.0;1.0;;;10.0;2.0;;1.0;60.0;;07ce2e79e19977e9;Rice;temporary
60/Beans/temporary;15.0;15.0;;30.0;50.0;15.0;50.0;70.0;50.0;100.0;50.0;50.0;100.0;70.0;70.0;100.0;65.0;30.0;50.0;50.0;50.0;6cce2bf873870afc;Beans;temporary
60/Cassava/temporary;1800.0;3000.0;20000.0;20000.0;30000.0;30000.0;36000.0;25200.0;45000.0;37000.0;30000.0;24200.0;24200.0;25300.0;20200.0;45000.0;23000.0;18350.0;23000.0;32000.0;18300.0;6cce2bf873870afc;Cassava;temporary
60/Cocoa/permanent;497.0;1000.0;800.0;363.0;453.0;1120.0;363.0;800.0;533.0;580.0;363.0;680.0;490.0;680.0;363.0;363.0;1000.0;533.0;800.0;680.0;253.0;6cce2bf873870afc;Cocoa;permanent
60/Corn/temporary;1500.0;1500.0;1000.0;1600.0;200.0;1000.0;240.0;300.0;450.0;300.0;400.0;300.0;300.0;300.0;500.0;600.0;300.0;30.0;300.0;400.0;50.0;6cce2bf873870afc;Corn;temporary
60/Livestock/pasture;71368.87595;74687.21538;79224.59604;80303.2203;75493.94923;78517.51304;83917.67627;90984.63425;93098.01055;90340.86109;95213.95291;109973.7273;114468.113;116162.2579;107995.4707;101390.1442;98156.4291;105151.3035;106907.2926;111854.1085;118646.2008;6cce2bf873870afc;Livestock;pasture
60/Others/permanent;2908.0;2718.0;3594.0;3628.0;4359.0;4309.0;4049.0;4090.0;4090.0;3658.0;3754.0;3650.0;3199.0;2790.0;3000.0;3150.0;3105.0;2905.0;3078.0;3152.0;3167.0;6cce2bf873870afc;Others;permanent
60/Others/temporary;5.0;5.0;0.0;10.0;10.0;10.0;10.0;10.0;0.0;1.0;1.0;1.0;3.0;6.0;6.0;6.0;5.0;10.0;0.0;0.0;0.0;6cce2bf873870afc;Others;temporary
60/Palm oil/permanent;7000.0;7000.0;6700.0;7000.0;9000.0;6700.0;7200.0;13000.0;6700.0;9000.0;6700.0;6700.0;7000.0;7100.0;14000.0;7000.0;7000.0;6700.0;6700.0;6700.0;6700.0;6cce2bf873870afc;Palm oil;permanent
60/Rice/temporary;1500.0;1500.0;320.0;600.0;20.0;320.0;20.0;70.0;15.0;50.0;10.0;100.0;100.0;70.0;160.0;8.0;100.0;15.0;100.0;15.0;50.0;6cce2bf873870afc;Rice;temporary
61/Beans/temporary;500.0;250.0;150.0;250.0;180.0;150.0;195.0;;195.0;80.0;80.0;;;;;80.0;;;;195.0;1150.0;6f911ef231b0efa7;Beans;temporary
61/Cassava/temporary;5000.0;5000.0;8000.0;5000.0;3000.0;3000.0;4000.0;40.0;1000.0;750.0;1000.0;350.0;100.0;1000.0;20.0;400.0;50.0;1000.0;350.0;4000.0;1100.0;6f911ef231b0efa7;Cassava;temporary
61/Corn/temporary;5500.0;6875.0;12000.0;6875.0;12000.0;12000.0;8400.0;1500.0;1910.0;3260.0;1910.0;2270.0;2270.0;2200.0;2500.0;1910.0;2370.0;1450.0;2270.0;8600.0;29302.0;6f911ef231b0efa7;Corn;temporary
61/Livestock/pasture;316877.6387;333825.0339;364700.8846;389858.3348;414378.0921;444904.7875;495277.6607;531391.2126;557293.2981;585294.9712;604908.1182;625338.4317;630118.5896;635010.2344;644671.5819;640945.2973;642538.6496;632626.6901;617956.8682;608252.2873;604607.3106;6f911ef231b0efa7;Livestock;pasture
61/Others/permanent;458.0;480.0;480.0;352.0;272.0;272.0;272.0;222.0;262.0;432.0;432.0;392.0;392.0;272.0;535.0;685.0;710.0;700.0;780.0;841.0;391.0;6f911ef231b0efa7;Others;permanent
61/Others/temporary;10.0;25.0;25.0;25.0;93.0;93.0;100.0;100.0;85.0;85.0;85.0;75.0;75.0;50.0;50.0;50.0;20.0;35.0;70.0;85.0;85.0;6f911ef231b0efa7;Others;temporary
61/Rice/temporary;7000.0;8500.0;10000.0;8500.0;5200.0;5200.0;5710.0;3000.0;5450.0;1300.0;1230.0;1300.0;1300.0;3000.0;2500.0;1230.0;1700.0;2000.0;1700.0;6300.0;2290.0;6f911ef231b0efa7;Rice;temporary
61/Soy/temporary;;;;;;;500.0;60000.0;9000.0;4630.0;13525.0;5500.0;5500.0;50000.0;32100.0;8000.0;8900.0;67000.0;7000.0;6000.0;66541.0;6f911ef231b0efa7;Soy;temporary
62/Beans/temporary;60.0;150.0;300.0;300.0;500.0;500.0;500.0;150.0;500.0;200.0;50.0;200.0;200.0;150.0;150.0;50.0;400.0;70.0;400.0;500.0;70.0;70a4c62beba3c168;Beans;temporary
62/Cassava/temporary;1000.0;1200.0;2200.0;800.0;800.0;2200.0;2000.0;4030.0;2000.0;2000.0;1500.0;3000.0;2500.0;4030.0;4000.0;2000.0;4000.0;6400.0;3000.0;1800.0;6400.0;70a4c62beba3c168;Cassava;temporary
62/Cocoa/permanent;40.0;50.0;50.0;40.0;50.0;50.0;50.0;80.0;50.0;50.0;50.0;40.0;40.0;50.0;40.0;80.0;40.0;40.0;115.0;40.0;50.0;70a4c62beba3c168;Cocoa;permanent
62/Corn/temporary;1200.0;1500.0;800.0;1500.0;1000.0;800.0;1000.0;600.0;1300.0;1300.0;1300.0;1300.0;1300.0;700.0;800.0;1300.0;1300.0;900.0;1300.0;1300.0;900.0;70a4c62beba3c168;Corn;temporary
62/Livestock/pasture;131435.884;146557.6725;158609.1726;156213.7933;144583.7106;150493.5042;154395.8214;182139.8948;195488.1441;211730.7109;221333.6179;228138.4651;243990.2882;241522.984;228367.7778;224554.2094;230975.9948;233463.119;233343.33;240696.3229;247417.7469;70a4c62beba3c168;Livestock;pasture
62/Others/permanent;6463.0;6079.0;6329.0;6756.0;7909.0;7910.0;8494.0;8494.0;8800.0;8800.0;9270.0;8980.0;9110.0;9190.0;8990.0;9220.0;9220.0;9275.0;9275.0;9020.0;9020.0;70a4c62beba3c168;Others;permanent
62/Others/temporary;20.0;23.0;25.0;16.0;205.0;175.0;125.0;125.0;125.0;125.0;95.0;125.0;105.0;105.0;105.0;105.0;90.0;90.0;90.0;130.0;130.0;70a4c62beba3c168;Others;temporary
62/Palm oil/permanent;7093.0;7678.0;1914.0;1914.0;7678.0;7093.0;1914.0;7678.0;8300.0;7093.0;1920.0;7678.0;7093.0;7093.0;13288.0;7678.0;7093.0;7678.0;7093.0;1914.0;8000.0;70a4c62beba3c168;Palm oil;permanent
62/Rice/temporary;1200.0;1500.0;800.0;1500.0;600.0;800.0;800.0;100.0;800.0;300.0;150.0;300.0;300.0;100.0;100.0;200.0;100.0;80.0;100.0;800.0;80.0;70a4c62beba3c168;Rice;temporary
63/Beans/temporary;1288.0;1100.0;1400.0;1400.0;1203.0;1040.0;1202.0;15.0;82.0;34.0;40.0;15.0;30.0;15.0;15.0;34.0;15.0;15.0;15.0;12.0;18.0;71975b563db10671;Beans;temporary
63/Cassava/temporary;380.0;360.0;1200.0;1200.0;800.0;588.0;200.0;60.0;242.0;70.0;250.0;50.0;50.0;60.0;50.0;100.0;50.0;25.0;50.0;300.0;40.0;71975b563db10671;Cassava;temporary
63/Cocoa/permanent;;8.0;5.0;120.0;8.0;8.0;8.0;;120.0;120.0;5.0;120.0;;;;120.0;5.0;8.0;5.0;60.0;8.0;71975b563db10671;Cocoa;permanent
63/Corn/temporary;5000.0;4600.0;5980.0;5980.0;7000.0;6877.0;8934.0;150.0;4682.0;2811.0;3534.0;225.0;992.0;325.0;120.0;3008.0;120.0;75.0;100.0;9465.0;130.0;71975b563db10671;Corn;temporary
63/Livestock/pasture;111719.3512;119682.7091;126665.3556;135730.2728;141779.4613;150957.6307;157928.4341;164270.2215;172318.7494;182121.2946;190353.4729;196837.2107;197951.9926;197918.3905;197932.3768;197418.3517;198318.3477;200639.437;202129.0468;201589.2443;201965.1164;71975b563db10671;Livestock;pasture
63/Others/permanent;811.0;717.0;1234.0;1234.0;506.0;306.0;306.0;306.0;69.0;69.0;55.0;55.0;55.0;70.0;45.0;45.0;45.0;45.0;25.0;8.0;26.0;71975b563db10671;Others;permanent
63/Others/temporary;115.0;100.0;130.0;130.0;0.0;4.0;7.0;5.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;71975b563db10671;Others;temporary
63/Rice/temporary;2400.0;2100.0;2940.0;2940.0;3100.0;2940.0;3237.0;20.0;1575.0;989.0;1265.0;126.0;741.0;150.0;50.0;1041.0;50.0;10.0;100.0;2338.0;5.0;71975b563db10671;Rice;temporary
64/Beans/temporary;650.0;600.0;600.0;600.0;600.0;600.0;600.0;1000.0;750.0;1200.0;750.0;1500.0;1500.0;650.0;1600.0;750.0;1500.0;800.0;1500.0;700.0;1000.0;72b65b337fc5302a;Beans;temporary
64/Cassava/temporary;2300.0;3000.0;2640.0;2000.0;1500.0;1240.0;1500.0;5000.0;1500.0;1500.0;2500.0;5000.0;4500.0;4000.0;4500.0;2500.0;4500.0;6000.0;4500.0;1300.0;5000.0;72b65b337fc5302a;Cassava;temporary
64/Corn/temporary;800.0;800.0;1160.0;800.0;950.0;1160.0;960.0;;1500.0;600.0;1600.0;1300.0;1000.0;;1500.0;1600.0;1500.0;;1500.0;1210.0;600.0;72b65b337fc5302a;Corn;temporary
64/Livestock/pasture;42801.88674;44512.9568;47530.03264;51836.41245;53867.88428;56350.54827;58302.01302;58798.08141;59178.42734;58215.34889;57499.16559;61763.06036;64328.13388;63797.58321;61778.18773;59032.60214;59105.34161;62032.32702;62799.18215;65381.30403;67663.42042;72b65b337fc5302a;Livestock;pasture
64/Others/permanent;279.0;304.0;255.0;399.0;591.0;735.0;805.0;805.0;850.0;1108.0;1108.0;420.0;425.0;360.0;250.0;250.0;250.0;240.0;265.0;242.0;240.0;72b65b337fc5302a;Others;permanent
64/Others/temporary;87.0;78.0;70.0;80.0;70.0;300.0;300.0;300.0;383.0;433.0;248.0;223.0;333.0;316.0;458.0;350.0;350.0;58.0;98.0;80.0;8.0;72b65b337fc5302a;Others;temporary
65/Beans/temporary;50.0;;40.0;;65.0;50.0;65.0;20.0;;35.0;;70.0;65.0;5.0;30.0;40.0;40.0;4.0;120.0;;5.0;746cc42bfb8f6b62;Beans;temporary
65/Cassava/temporary;450.0;550.0;720.0;690.0;800.0;800.0;1040.0;600.0;1200.0;1000.0;1300.0;1000.0;1200.0;300.0;600.0;1800.0;600.0;600.0;2000.0;1100.0;600.0;746cc42bfb8f6b62;Cassava;temporary
65/Corn/temporary;500.0;600.0;500.0;500.0;840.0;600.0;850.0;360.0;1300.0;890.0;1550.0;920.0;770.0;400.0;1360.0;1330.0;1350.0;340.0;1260.0;1020.0;350.0;746cc42bfb8f6b62;Corn;temporary
65/Livestock/pasture;38045.33701;39237.09999;41178.8504;41350.7333;41607.61016;42179.06421;43202.35578;43891.39948;43621.79615;43871.167;44031.23051;44310.84661;44124.04837;44317.96601;43911.71913;42918.11831;42320.69193;42005.5259;42619.70322;42008.99934;42014.81084;746cc42bfb8f6b62;Livestock;pasture
65/Others/permanent;141.0;148.0;149.0;147.0;147.0;221.0;216.0;216.0;228.0;250.0;248.0;190.0;190.0;190.0;184.0;75.0;55.0;55.0;35.0;14.0;14.0;746cc42bfb8f6b62;Others;permanent
65/Others/temporary;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;746cc42bfb8f6b62;Others;temporary
65/Rice/temporary;750.0;975.0;800.0;700.0;1232.0;850.0;1200.0;150.0;1500.0;170.0;220.0;1500.0;220.0;150.0;150.0;250.0;175.0;150.0;320.0;1310.0;160.0;746cc42bfb8f6b62;Rice;temporary
66/Beans/temporary;180.0;270.0;260.0;240.0;330.0;280.0;330.0;30.0;330.0;360.0;330.0;478.0;640.0;50.0;50.0;360.0;580.0;60.0;500.0;330.0;60.0;74d75dde6dc4a5ec;Beans;temporary
66/Cassava/temporary;12000.0;12500.0;10000.0;10000.0;10000.0;10000.0;10500.0;10000.0;10000.0;10000.0;10000.0;10000.0;10000.0;15000.0;10000.0;10000.0;10000.0;12000.0;10000.0;12000.0;12000.0;74d75dde6dc4a5ec;Cassava;temporary
